点赞,评论,分享,收藏,播放,热词
104933,2643,18879,3879,1622517,"感觉,老夫老妻,张凌赫,君恩,这是,好喜欢,好看,调皮,好甜,猪头,以报,谁懂,女主,想谈,看了,好像,演技,去看,豹豹,猫猫,夫妻,自然,华年,电视剧,九转,大肠,肩宽,牛牛,cp,好磕"
40960,273,1839,7914,3447909,"老板,主管,视频,拍得,不应该,员工,发工资,假的,工资,卡里,支持,生活费,发清,调皮,更新,作品,不容易啊,报警,是你,工厂,财务,惊讶,很无聊,找不到,公司,不说话,回事,拍的,好人,抱抱"
49675,4195,20226,1663,1395418,"川普,笑死我了,建国,OK,笑死了,评论区,哥们,两刀,支持,九转,大肠,无敌了,同志,不知道,以色列,拜登,表情,没看懂,稳了,内心,我不知道,人机,宕机,笑死,巴掌,耳鼻,节目,辩论,好奇怪,给我"
118000,12322,48850,5052,1982013,"评论区,不笑,OK,女生,是因为,新英雄,女孩,平静,笑死我了,同学,感觉,宋亚轩,好像,想谈,尖梓生,调皮,稳定,掌声,有点像,严肃,巴黎,素材,公式,情绪,母亲,乱成,一锅粥,厕所,努力,淡定"
21744,649,10342,1284,2540836,"演唱会,尴尬,说话,尬聊,感觉,薛之谦,太阳,纯纯,幽默,潮汕,环节,拍到,超级白,唱歌,好白,汕头,的人,互动,调皮,不好笑,刷到,绝望的,好尬,情商,入镜,歌舞,好像,三天,笑死,评论区"
72672,1101,8177,3139,3754820,"爸妈,奶奶,回家,回来,我妈,爸爸妈妈,我奶,爸爸,九转,大肠,鸡鸭鹅,爷爷奶奶,外婆,孙子,上班,回到,打电话,我爸,我家,做饭,给我,吃饭,感觉,外公,OK,爷爷,奶奶家,饿了,孩子,鸡鸭"
26642,1047,5129,10361,6904759,"辣椒,卫生,爱心,生活,好吃,鸡蛋,抖音,能吃,不吃,日子,吃饭,都是,害怕,吃了,厉害,真能,浪费,辣子,开会,这是,一个人,全家,东西,喂猪,吃得下,垃圾,环境,超过,人了,好像是"
25783,9880,143846,1773,2820473,"上班,不行,百威,开车,喝酒,喝完,喝了,喝点,适合,试试,亲嘴,男人,就想,宕机,姐妹,喝多了,九转,大肠,评论区,老板,一瓶,保温杯,精神状态,酒驾,咖啡,阜阳,微醺,喜欢,感觉,整点"
37219,4354,2246,2268,468486,"感谢,支持,爱心,主播,支持主播,太对了,点赞,正确,你点赞,正能量,说得对,讲得,严查,你说,说得好,太好了,抱拳,道理,拳头,观点,强壮,没错,人民,严惩不贷,好声音,全国,清除,叛徒,卖国贼,说的真好"
58215,1485,5749,1526,2250653,"出道,出道吧,姐姐,好听,猪头,链接,手抓饼,宝宝,好甜,OK,声音,宕机,收拾,洞洞鞋,好好听,弹幕,裤子,姐妹,调皮,训练,粉丝,神秘,girl,刷到,首歌,哥哥,博主,作者,火了,女神降临"
30864,6153,13976,11233,502198,"宝宝,OK,拍照,动作,搭子,猪头,宕机,没事,好看,调皮,孤狼,暧昧,陪我,双开,眼含,热泪,拍的,姐姐,九转,大肠,有没有,小号,一个人,抱抱,逞强,落泪,收藏,哭了,和我一起,没人"
44587,1649,9879,6138,5292312,"孩子,心疼,感谢,懂事,好孩子,最棒,知识,希望,改变命运,爱心,加油加油,国家,寒门,贵子,父母,的人,你点赞,看着,自强不息,背景,家庭,好样的,心酸,生活,拳头,出路,励志,奖学金,有背景,费用"
50873,7955,46709,2931,3154913,"孩子,活力四射,真好,弹簧,广场舞,青春,样子,感觉,小伙子,丝滑,儿子,年轻,年轻人,街舞,脚底,这是,年轻真好,跳出,有活力,全场,喜欢,阳光,跳得,好丝滑,龙华,广场,的活力,成绩,最靓的仔,踩到"
88770,7360,61064,4004,4657786,"云林,打鱼,冷水,拥有,饭菜,OK,二摆舞,李明轩,笑死我了,运动员,给你,起手,给我,阿比,刷到,抽象,拍个,宕机,火了,评论区,喜欢,大王,雲林,頭在暈,擁有,超人力,加飯,總有個,勝敗,還得"
60847,1061,6478,2178,8976862,"小龙,道心,美颜,大白,素颜,镜头,龙王,夫妇,放个,音乐,猫和,真实,演员,诞生,拍戏,照片,照骗,经历过,开盲盒,哥们,好像,结婚,vlog,粉丝,吃播,桌子,关注,认出来,摆酒席,记李炮"
27939,18255,12872,4873,6197566,"心肺复苏,教练,抢救,急救,中国,孩子,感谢,看着,队医,心痛,生命,心疼,太可惜,措施,比赛,专业,黄金,都没有,时间,的人,医生,耽误,国家,中国人,看了,不专业,干嘛,医疗队,抬走,父母"
19934,766,6583,4895,856964,"胡彦斌,好听,JJ,好好听,首歌,太好听了,刷到,在现场,声音,子浩,两个人,音色,林俊杰,鸡皮疙瘩,演唱会,绝了,谁懂,听到,斌斌,抖音,歌手,两位,感觉,jj,子洋,灵机一动,和声,官摄,老林,有幸"
36487,2169,47442,3592,1915632,"头盔,流弹,无人机,防弹衣,雇佣兵,战场,中国,发呆,哥们,战争,抖音,实战,防弹,小蜜蜂,避弹,回来,黑眼圈,记得,好像,碎片,打仗,现实,弹片,都是,暗中观察,破片,没用,老哥,单兵,绞肉机"
28120,1022,5351,2902,3589700,"游泳,太可爱了,真棒,宝贝,厉害,游泳冠军,小孩,孩子,小宝贝,点赞,好可爱,爱心,太厉害了,走路,小海豚,大人,动作,丝滑,长大,冠军,这是,神童,你点赞,不稳,水性,感谢,跳水,小朋友,袜子,如鱼得水"
60289,3297,10293,3136,560556,"羡慕,跳楼,发出,嫉妒,好近,王俊凯,宝宝,距离,见到,OK,野孩子,原图,小事,这是,逞强,落泪,发朋友圈,发呆,想要,大妹子,哭了,动图,我去,卧槽,屁股,机会,啊啊啊啊,眼含,热泪,大行"
34640,2319,3414,10747,6628457,"美女,漂亮,爱心,睡衣,好漂亮,大美女,感谢,同款,好看,自然美,女人,皮肤,抱抱,文案,人美,生活,你说,道理,阎王,诱惑,勾引,漂亮的,不错,婆娘,喜庆,抖音,好美,真好,有链接,咖啡"
32758,3457,14604,1261,1213911,"小狗,我家,柯基,宝宝,也有,掉毛,好可爱,喜欢,狗狗,不掉毛,太可爱了,好乖,抱抱,爱心,宝贝,小可爱,芒果,毛孩子,上床,贴贴,眼神,猪头,汪星,睡觉,脑袋,小狗狗,幸福,筒子,主人,狗子"
64429,1380,23526,6217,2607994,"电梯,一个人,兴奋,感觉,好人,剧情,OK,期待,报警,猎物,九转,大肠,害怕,眼神,喜欢,好像,放开,视角,猎人,小孩,好可爱,痴汉,冰激凌,发呆,小妹妹,宕机,看过,小只,后续,欺负"
42675,4616,34747,2741,3468198,"姐姐,海角,姐弟,老实,天涯,OK,下雨,弟弟,社区,九转,大肠,感觉,发呆,下个,宕机,大了,善良,我弟,天涯海角,不错,这是,视频,下雨了,让我,姐弟俩,关系,情侣,评论区,打窝,兄妹"
27862,2360,5352,3413,1892447,"感谢,平安,一路平安,司机,开车,开卡车,货车,卡车,辛苦,休息,羡慕,不好,的人,睡着,行业,疲劳驾驶,走过,睡觉,卡友,运费,都能,眼睛,困了,跑车,不易,卡车司机,发呆,七角井,日子,兄弟们"
40716,1807,1269,1787,6044311,"党龄,入党,党员,同志,人民,服务,你好,年轻,多大,漂亮,入伍,做的,建党,成立,病句,看着,北京,全心全意,班长,誓言,模板,优秀,一年,抱拳,宣誓,不忘初心,积极分子,同岁,同款,路过"
21150,21582,472,2382,480020,"万一呢,蹲蹲,OK,到底是谁,眼含,热泪,带着,降低,猪头,应声虫,感谢,是我,没中,不中,选中,试试,求求了,几率,我家,蹲蹲蹲,放个,中奖率,噢买尬,宝宝,拉低,调皮,你说,痛包,是吧,孩子"
26256,1671,7750,7416,4220494,"感谢,这是,造谣,乱发,地方,爱心,地震,希望,平安,视频,房子,心想事成,抓起,特效,拍视频,抖音,保佑,的视频,乱拍,的人,人心,无聊,发出,平平安安,吓人,道具,抱抱,法律责任,灾难,祝你"
114247,3454,106652,8458,10149187,"好可爱,小猫,放开,闯红灯,没事,斑马线,爱心,猫猫,猫咪,发呆,抱抱,暗中观察,不服气,宝宝,警察,被抓,老实,反骨,脖子,调皮,不服,月亮,好像,喜欢,西瓜,过马路,交警,感谢,我家,小猫咪"
113717,15905,64628,12062,4497442,"孩子,父母,教育,家长,学习,南京话,画画,喜欢,金鱼,家庭,妈妈,窒息,小孩,爸妈,不好,蜡笔,成绩,我妈,长大,中国,罐子,想要,我家,OK,东西,都是,补习班,不想,还好,感觉"
55576,5100,4864,1132,1314440,"速度,英雄,感谢,太帅了,点赞,救人,平安,海军陆战队,厉害,军人,中国军人,好人,好厉害,一生,游泳,致敬,好帅,海军,太厉害了,的人,好快,乘风破浪,专业,动作,热血沸腾,中国,真帅,注意安全,人民,这是"
239899,34400,115641,9342,8145688,"罗小黑,宕机,喜欢,看过,OK,作者,小黑,塌房,动漫,很喜欢,发呆,九转,大肠,还好,作品,背刺,弃养,服了,看了,我服了,惊恐,天塌,国漫,感觉,电影,老子,不知道,疑问,逞强,落泪"
198253,20047,285031,25255,5361094,"OK,孙笑川,三国杀,甲级战犯,绷不住了,宕机,抽象,逆天,加坦杰厄,三体人,老奶奶,九转,大肠,认罪,考生,比基尼,罪行,承认,带路,笑死了,爱心车,进网吧,瘸子,好腿,无敌了,罄竹难书,手电筒,开着,收了,下地干活"
14084,3570,9039,778,553462,"贤妻,小娇妻,娇妻,霸妻,宝宝,调皮,抱抱,猪头,好像,文案,喜欢,书包,多高,身高差,高点,我过,当霸妻,算是,没过,贤惠,嘿哈,只能,再长,好了,你能不能,我可以,你就是,发呆,过肩,暗中观察"
18057,2029,39266,4128,7807412,"这是,养殖,密集,恐惧症,放上去,知了猴,吃了,位置,一颗树,知了,玩意,烧油,发财了,唱情歌,河南,做梦,都能,过敏,夸张,在哪里,油锅,一棵树,不可能,美味,完了,都没有,起锅,全放,发财,修行"
25954,1607,1264,2807,2273482,"爱心,中国,外交官,点赞,感谢,华姐,美国,支持,霸气,人民,外交,美女,最美,团结起来,国家,希望,美丽的,中国人,太对了,团结,太好了,团结一心,致敬,拳头,祖国统一,祖国,威武,美国人,早上好,天团"
39628,1830,61918,15962,15372456,"碳酸饮料,食物,饮料,嘌呤,尿毒症,不吃,可乐,基因,吃盐,熬夜,吃了,吃饭,完了,原因,多喝水,肾脏,感觉,喝了,感谢,东西,医生,喝水,不能吃,身体,活着,憋尿,你说,不好,遗传,肾病"
66410,4339,264725,2877,5702577,"笑死我了,没事,困成,九转,大肠,脑瓜子,笑死了,小狗,出了,躺着,邪恶,摇粒绒,笑死,马自达,睡了,下雨,下雨了,看见了,卡点,的狗,逼兜,不知道,睡梦中,天降,狗头,大锤,太可爱了,妄想,给你,还看"
57260,1227,5863,32265,8738466,"问哈,好看,好无聊,抱拳,你说,携程网,打我,五额,我爸,呃呃,网吧,热水,回答,分手,斯巴达,娃娃,丝袜,老婆,被欺负,耍酷,有什么用,斗嘴,还好,我没钱,红包,短剧,废话,太多,没意思,全球"
41516,4069,693,1791,3271333,"感谢,好人,一生,平安,善良,手术,的人,给它,高手,起锅,烧油,鸽痘,爱心,头痛,斑鸠,好人好报,成功,美女,真好,兽医,好心人,麻药,医院,小姐姐,云南白药,还会,发呆,剪刀,看了,眼睛"
30201,2562,25312,4045,4178067,"老太太,高手,婆婆,厉害,老的辣,瓶盖,民间,年轻,弹指神功,爱心,奶奶,老奶奶,老婆婆,开好,感谢,功夫,老人家,神功,老寿星,啤酒盖,老太婆,打开,我试,不行,真假,抖音,打开了,生姜,老人,盖子"
61069,520,13383,1322,4491462,"电击枪,没电了,宕机,电击小子,发呆,射程,OK,视频,被电,谎言,开麦,完美,四杀,原因,是人,感觉,诗人,握持,新手,炸鱼,电人,给你,无敌,土豆,爸爸,Arda,对手,被刀,侮辱,的是"
28774,682,3217,11610,4833480,"爱心,感谢,腊肉,咖啡,平安果,洗干净,姐姐,抱抱,好肥,好香,美女,看着,好吃,西瓜,祝你,冰箱,买点,来我家,多吃点,口水,土猪腊肉,拳头,胜利,放水,输入,搜索,的人,吃得完,暖阳,吃点"
54437,3321,2843,4085,4709333,"孩子,考上,爸爸,女儿,感谢,爱心,父亲,辛苦,争气,点赞,哭了,农村,好孩子,不容易,父母,付出,努力,你点赞,懂事,值得,女孩,泪流满面,希望,寒门,读书,感动,农民,大学,眼泪,不容易啊"
111030,10527,79924,3774,1637394,"布鲁斯,OK,发呆,稳如老狗,开车,我相信,车技,女人,可以的,嫂子,骑车,感觉,无敌了,带带我,狗哥,疲劳驾驶,男人,会开,不像,本地人,哥们,笑死我了,放心,宕机,暗中观察,紫薇,别走,还不如,带我,克莱"
27614,6360,10163,1218,2440494,"希望,感谢,平安,顺利,家人,身体健康,健康,许愿,工作,上岸,幸福,顺顺利利,平平安安,事业,在一起,越来越好,暴富,考试,我的人,希望我,心想事成,天天开心,感情,平安喜乐,健健康康,考上,找到,一切顺利,顺遂,健康平安"
75305,2571,8909,4645,880394,"子墨,自摸,好可爱,笑死我了,搞笑,OK,掰头,喜欢,搞笑男,感觉,精神状态,好搞笑,唱歌,笑死了,高冷,搞笑啊,出道战,圈粉,墨子,有梗,子哥,不看不看,墨墨,不像,苏新皓,好像,烂命,救命,爱上,猪头"
87009,3611,33946,4169,3797612,"中国,才知道,记得,不知道,祖国,保护,国家,遗书,中国人,部队,召回,妈妈,新闻,南海,裹尸,发生,状态,的人,广东,动画片,清澈,航母,都是,听到,咱妈,感谢,印象,朋友,感觉,记住"
51436,9816,116003,1278,3915059,"劳斯莱斯,孩子,奔跑,努力,库里南,车门,没伞,抖音,大哥,公主,走了,淋雨,OK,老奴,关门,不玩了,九转,大肠,文案,内饰,真可怜,小姐,感觉,出生,不买,没意思,也有,打开,不知道,烦恼"
30102,768,3520,8546,5348585,"撒网,实力,朋友圈,道理,漂亮,专业,有没有,种地,出局,抱拳,有鱼,感谢,观察,打工,老板,你说,赚钱,发现,朋友,好几年,原因,收网,打螺丝,不见,黄河,一件事,太对了,希望,更穷,彩票"
24361,2536,16794,2902,2428057,"护士,卸甲,漂亮,丰满,显瘦,医院,穿衣,喜欢,身材,脱衣,有肉,哇塞,美女,深藏不露,院长,脱衣服,眼睛,爱心,这是,真好看,白衣天使,孩子,真好,好漂亮,小姐姐,女人,男人,展示,干嘛,老婆"
202688,6658,14439,7268,17457082,"拖鞋,阿兴,男人,兄弟,干活,兴哥,努力,拍视频,佩服,辛苦,的人,身体,猛起,真男人,工作,挣钱,生活,水泥,感觉,不容易,年轻,我想,带我,网红,厉害,工地,视频,赚钱,上楼,不好"
28831,5364,51413,7310,6474724,"高手,瓷砖,民间,师傅,功夫,技术,感谢,贴砖,真有,人才,在人间,中国功夫,调皮,质量,不可能,合成,抖音,高人,点赞,房东,真功夫,不信,特效,徒弟,不知道,练成,爱心,牛人,这是,厉害"
25952,1539,10610,4356,869912,"赛季,s10,音乐,羁绊,流行,好听,OK,心之,返场,S10,感觉,高能,孤勇者,背景音乐,豪庭,怀念,北伐,强音,喜欢,小提琴,BGM,可惜,听过,bgm,铲铲,五杀,宕机,爵士,硬控,迪斯科"
108196,3348,17332,7087,3918635,"好帅,好酷,想学,跳舞,太帅了,姐姐,感觉,学跳舞,舞蹈,去学,好厉害,努力,喜欢,改变,舞种,变化,学舞蹈,学了,姐妹,调皮,宝宝,小姐姐,自信,太酷了,发呆,我去,希望,帅到,灵机一动,天赋"
135622,7100,68632,11264,3755393,"向日葵,将军,夫人,女王,OK,哭了,豌豆,豆哥,爱看,僵尸,泪目了,太燃了,植物大战,评论区,好看,植物,励志,泪目,小兵,嫁给,九转,大肠,阳光,宕机,上将军,眼睛,纯爱,发呆,太感动了,燃起来了"
238553,6735,25209,17539,1567422,"蛐蛐,老师,红夫人,小姨,夫人,cos,克雷伯,OK,卖了,好美,嘉年华,作曲家,猪头,搭子,调皮,家族,宝宝,同班同学,好可爱,to,眼含,热泪,发呆,陪我,真想,第五人格,红芙蓉,芙蓉,同学,好好看"
165758,3803,55762,20433,3764238,"妆教,鼻子,粉底液,化妆,发呆,我去,适合,姐姐,姐妹,教程,尝试,试试,好看,感觉,宕机,好好看,好美,求求,猪头,好牛,教我,色号,喜欢,亚裔妆,黑皮,美瞳,求求了,学学,出教程,牛逼"
385522,26370,41235,10015,9330353,"皖北,OK,宕机,林则徐,评论区,毒品,九转,大肠,祭奠,临泉,报警,得物,小偷,发呆,东西,碰毒,禁毒,怀疑,中国,启强,评论,金三角,笑死我了,说吧,偷东西,生日,上瘾,枪毙,廊坊,阜阳"
99114,3089,8578,3950,16383602,"中国,中国军人,队伍,龙行,仪仗队,热血沸腾,国家,看得,快进,军人,加速,倍速,集合了,中国人民解放军,自豪,正常速度,风雨,这是,纪律,太帅了,万岁,下雨,狗仗人势,打胜仗,外国,快进了,集合,训练,兄弟,整齐"
234093,27060,142083,18968,3569164,"仙品,哭了,明兰,姐姐,甄嬛,两部,联动,宕机,演技,电子榨菜,太好了,九转,大肠,好看,妈呀,榨菜,嬛嬛,知否,OK,发呆,晴儿,这是,刷到,太牛了,妹妹,姐妹,感觉,串味了,剪得,剪辑"
59704,74,56602,29539,6785704,"孩子,下单,希望,加急,怎么去,强大,内心,两册,安排,高中,都可以,漫画,领导力,社交,情商,覆盖,学校,生活,面对,学会,情绪,转化,培养孩子,拥有,战胜,困难,欺负,看过,套书,多大"
48803,4700,5234,4113,2668417,"感谢,致敬,点赞,中国,平安,英雄,人民,子弟兵,军人,战士,希望,中国军人,保家卫国,边防战士,国家,孩子们,平平安安,好男儿,辛苦了,边防,孩子,儿子,可爱的人,祖国,的人,明星,看着,都是,中华,我儿子"
154744,8649,77431,4308,2353048,"好可爱,雨衣,小狗,猪头,宝宝,小老虎,太可爱了,衣服,老虎,小脑斧,喜欢,下雨天,小狗狗,好乖,好萌,可爱捏,狗狗,可爱的,九转,大肠,想养,开心,想要,小蜜蜂,我家,养狗狗,大脑斧,给狗狗,求求了,养狗"
24209,3719,54947,1279,1316880,"笑死我了,九转,大肠,老嫂子,美颜,川普,美国,笑死,卧槽,宕机,建国,特效,人才,这是,老登,电视,老奶,暗中观察,抖音,笑声,好像,疑问,特朗普,救命,笑死了,感觉,有毒,风韵犹存,超雄,拜登"
176457,3225,18525,4384,2128092,"长大,OK,孩子气,好帅,糟糕,照片,川川,感觉,好可爱,好像,走过,发呆,对不起,妈妈,喜欢,调皮,有点像,宝宝,李荣浩,抱抱,猪头,大人,记得,哭了,哥们,好看,过得,爸爸,记录,不想长大"
34961,806,4642,12653,5174270,"短剧,好看,女儿,感谢,大结局,抖音,捡破烂,捡不到,刀片,爱看,有了,剧情,上瘾,狗血,好人,电视剧,打入,冷宫,不错,的人,女孩,哭了,一生,打的好,有毒,结局,太感人了,剧名,孩子,都是"
155629,3310,15172,4114,8297063,"万岁,中华人民共和国,热血沸腾,中国,祖国,看得,娘家人,想起,当兵,来人,遗憾,入伍,日子,留子,符合条件,国企,央企,烟草,电网,石油,中石化,都行,队伍,中国人民解放军,中国人,表情,白俄罗斯,留学生,骄傲,是你"
81915,5100,10046,22139,7863891,"太对了,你点赞,感谢,现实,支持,主播,你说,大实话,心声,说出,爱心,实话,真实,不满意,确实,道理,讲得,人民,正确,太好了,说得对,社会,真话,幸福,帅哥,点赞,大力支持,讲话,的人,家庭"
33456,5389,40413,3842,3609389,"凤凰古城,凤凰,去过,宰客,水城,感谢,古城,门票,地方,房子,菜单,老天,收费,回来,损失,被淹,游客,沱江,平安,感觉,点菜,大水,的视频,洪水,水库,暴雨,这是,不知道,两份,一份"
67730,213,476,1274,1646866,"红心,我敲,夫妻,感谢,可恶,点赞,三下,骗子,都没有,给你,网络,好几下,爱谁谁,两下,撤回来,出来了,欣鑫,是个,可怜的人,老子,你点赞,灵机一动,傻子,啥也没有,骗人,发现,调皮,Rrrrtt,ty,yyy"
51006,1826,9049,2751,11390314,"肌肉,腹式呼吸,琦琦,努力,天赋,运动员,感觉,小孩,无缘,腿部,腹肌,力量,发呆,短跑,太不容易,成绩,琪琪,这是,呼吸,退役,付出,国家,大腿,值得,肌肉线条,喜欢,运动,转行,辛苦了,中国"
84350,2886,33714,2992,3265712,"范丞丞,王鹤棣,笑死我了,显眼包,笑死了,在一起,常驻,正片,笑死,喜欢,感觉,戚薇,丞丞,跑男,郑恺,姚译,pd,救命,好像,好搞笑,棣棣,去看,邓超,陈赫,双子,射手,能不能,太好玩了,看了,宕机"
74370,1419,15392,5946,1209740,"舞台,沅儿,卓沅,跳舞,好帅,张钥,太帅了,硬控,感觉,帅炸了,会飞,生菜,喜欢,老六,好帅啊,天呐,伴舞,松弛感,帅死了,弹簧,首歌,老师,灵机一动,松弛,适合,好喜欢,好牛,享受,种地,落地"
32197,489,13515,15131,8903320,"姐夫,盖子,感觉,想要,暗中观察,九转,大肠,适合,买的,太小了,猫草,不错,水果,有没有,好可爱,好了,多肉,灵机一动,喜欢,大点,抖音,好看,大号,不买,能不能,好用,我买了,肥皂,买个,便宜"
23587,13907,24072,13044,5635415,"独生子女,补贴,孩子,一分钱,退休,独生子女证,我儿子,领过,领取,我家,父母,领到,抖音,一年,一分,不知道,领了,真的假的,政策,没领,办理,有吗,女儿,没见过,都没有,江苏,儿子,有没有,单位,山东"
107802,6409,116363,3103,2491005,"ing,OK,tim,召唤敌人,切刀,笑死我了,红温,女娲,环太平洋,喜欢切,这是,九转,大肠,新地图,召唤术,同步率,宕机,召唤,机甲,发呆,新图,评论区,地图,笑死了,驾驶员,笑死,妈生,同步,完美,出来了"
39906,4581,15379,4575,2181363,"女人,中国,男人,康纳,女生,爱情,能养,女友,离婚,老婆,同甘共苦,有钱,现实,我老婆,媳妇,女朋友,跑了,国王,王后,不到,将军,上岸,女的,成功,我女朋友,青楼,中国女人,没钱,我的女友,只能"
160021,2705,17810,5425,7660868,"好看,王心凌,漂亮,喜欢,感觉,好美,好漂亮,年轻,头发,我老婆,不好看,女神,老婆,看着,甜妹,心凌,的人,好像,甜心教主,颜值,嘴巴,美女,年纪,甜美,眼睛,太美了,好甜,老了,羡慕,女人"
129827,5167,3499,6575,8153322,"感谢,好人,平安,一生,点赞,英雄,救人,三位,爱心,的人,勇敢,小伙,帅哥,中国,救上来,危险,两人,办法,两个人,生命,见义勇为,善良,信任,小伙子,智慧,救过,智勇双全,年轻人,希望,配合"
26249,3035,669,1105,1614636,"感谢,人民,感动,领导,国家,专家,尊重,红地毯,信仰,英雄,中国,领袖,情商,的人,用手,手套,地毯,爱心,民族,有情有义,动作,点赞,举动,爱戴,天下,铁锹,有希望,强大,值得,先烈"
24415,1623,2604,1747,2856488,"一个人,吃饭,喜欢,感觉,孤独,人去,自由,旅游,享受,帽子,吃火锅,链接,电影,海底捞,好像,逛街,常态,有链接,出门,好喜欢,好漂亮,朋友,孤单,漂亮,独处,姐姐,宝宝,OK,化妆,没人"
78726,3174,11491,4015,2487418,"做大做强,表情,演唱会,抱抱,禾伙人,追着,哭了,取件,羡慕,宝宝,留个,陡门,杭州,求求,调皮,麦芒,姐妹,衣服,抖音,求求了,弟弟,没抢到,好帅,感谢,幸福,大哥,这是,视频,包发,何浩楠"
127493,3658,113336,15784,6010599,"爱看,身材,不白看,特效,喜欢,变形,你老婆,灵机一动,一分,给你,抖音,好看,这是,真好,发呆,大脚,脚丫子,衣服,拉长,手机,不错,美女,极品,微胖,你点赞,冰淇淋,刷到,九转,大肠,现实"
70334,9273,97607,2746,7632728,"灵魂,朋友,汁子,白车,浇个,水泥,全责,搅拌车,倒车,吐了,之子,大车,小车,司机,水泥封心,拉了,水泥车,混凝土,罐车,天窗,晕车,刹车,洗车,双黄线,OK,一身,笑死我了,大肠,九转,交给"
55052,1781,56574,9266,5531570,"爱看,不白看,谢谢你,让我,程儿,拒绝,做起,喜欢,点赞,给你,身材,这是,笑死了,的人,刷到,衣服,女色,广东,表达,观看,好看,男人,抖音,老婆,性感,阿姨,不知道,上厕所,Cc,发呆"
69150,6690,139474,3805,6672719,"杀鸡,公鸡,狗子,姥爷,下锅,狗哥,料酒,下蛋,谢宝庆,孙子,敬酒不吃,鸡哥,孩子,配音,大小王,爷爷,分不清,大公鸡,少东家,没事,骨头,吃了,小孩,的人,不好,加餐,不该,明白,你说,鸡骨头"
19397,1037,20048,967,1738290,"好可爱,棍子,回家,狗狗,司机,小狗,屁股,这是,小家伙,甘蔗,狗子,灵机一动,主人,柴火,下车,过日子,顾家,干嘛,扭一扭,危险,喜欢,车道,好想,可爱的,好聪明,小可爱,小狗狗,努力,豪横,有爱"
34318,4138,683,1318,2171570,"校长,医生,学校,开除,医科大学,免职,调整,医德,书记,留学生,领导,学生,查查,救死扶伤,严查,支持,上课,的人,下课,医院,救人,撤职,老师,一年,外国,生命,大学,有问题,外国人,医大"
39592,11438,84424,1924,1359737,"OK,笑死我了,宕机,超雄,老奶,发呆,爷爷,莫名其妙,奶奶,手机,九转,大肠,用户,笑死了,国足,这是,大王,两茎,灯草,疑似,不知道,看啥,咱奶,指点,抖音,疑问,抽象,小狗,爱吃,睡了"
300229,9812,112251,16870,4633580,"咸鱼,颜面,言面,泪落,清汤,不笑,方觉,无盐面,真男人,梦想家,前女友,遗憾,入口,心酸,无盐,订婚,OK,泡饭,的人,匆忙,仍觉,糟糠,需咽,半分,只惜,已无亲,回头,已成,中盐,无言"
31549,6716,122946,1857,3164230,"人才,宕机,发呆,九转,大肠,人才啊,阿凡提,恶心,不动,蚕蛹,太有,惊恐,活阎王,暗中观察,抖音,卧槽,疑问,天才,我去,人类,噢买尬,蝉蛹,这是,真会玩,有创意,有才,裂开,玩意,做的,人体蜈蚣"
49952,977,5034,18820,5124883,"爱心,女儿,父亲,感谢,惊讶,点赞,美女,姑娘,优秀,爸爸,真棒,唱歌,老爸,漂亮,父爱,杨帆,专业,老师,孩子,父爱如山,主持人,父女俩,培养,这是,节目,唱的,负责,人美,浪费时间,大爱无疆"
40157,3094,1053,1361,2165061,"军人,中国,人民,中国军人,少年,子弟兵,孩子,敬礼,的人,爱心,祖国,国家,感谢,致敬,可爱的人,希望,感动,军队,兵哥哥,社会,全世界,强则,中国人,回礼,还礼,值得尊敬,流泪了,落泪,视频,尊重"
105052,3098,26609,10237,8119229,"建国,同志,川普,韩国,特朗普,保镖,文在寅,这是,老特,感觉,紧张,美国,三八线,世界,世界和平,和平,确实,精神,喜欢,历史性,朝鲜,翻译,历史,步伐,板门店,气场,警备区,牛逼,走路,中山装"
24350,3870,60217,4398,6476862,"手指,手指头,没换,恶心,缺德,换了,味道,小子,人才,估计,女的,真会玩,指头,太有,调皮,灵机一动,鸡屁股,太坏了,看了,挨打,老婆,玩笑,女人,抱抱,点赞,媳妇,咬住,怀孕了,哥们,肚子疼"
40940,1016,10794,3463,2072159,"石佛寺,灌云,厉害,正能量,骑行,不乱,身材,真好,好看,南阳,暗中观察,不白看,喜欢,刷到,爱看,有劲,不错,转场,摩托车,不到,妹子,我以为,去过,这是,车子,少妇,美女,自行车,限流了,再发"
39987,1895,4360,9597,7336484,"爱心,感谢,女兵,中国,这是,调皮,英姿飒爽,胡说八道,军人,保卫祖国,点赞,祖国,繁荣昌盛,霸气,咖啡,风彩,整齐,发呆,致敬,国泰民安,仪仗队,都是,音乐,抱抱,台湾女兵,台湾,解放军,同志,好友,唱的"
31577,2489,39761,3659,3620661,"苏州,配音,剁椒鱼头,运河,人才,解说,抖音,这是,播音员,阅兵,音乐,央视,压线,电瓶车,苏州人,下班,飞机,气势,电车,看了,黑色,小车,样子,人才济济,调皮,堪比,情况,嘴真严,开船,人才啊"
127395,5356,144069,4756,4498081,"没事,下拉,笑死我了,小英,笑死了,好可爱,一家,要饭,排除法,姐妹们,OK,九转,大肠,出自,锁定,互联网,小孩,淤青,看过,刷到,声音,宝宝,好好笑,宕机,不知道,好像,姐姐,写作业,在这,原视频"
